曜日時限,授業科目,担当教員,開講区分,開講年度学期,単位数,曜日
木2,F14070 動物生殖学,託見　健,週間授業,2025年度春学期,2.0単位,4
木3,F14120 脊椎動物学Ⅳ (後半),小林　秀司,週間授業(学期後半),2025年度秋学期,1.0単位,4
木2,F14130 動物社会学,村上　貴弘,週間授業,2025年度春学期,2.0単位,4
木1,F14150 集団遺伝学,布目　三夫,週間授業,2025年度春学期,2.0単位,4
木3,F14210 動物学入門,布目　三夫／村上　貴弘／小林　秀司／目加田　和之／託見　健／中本　敦／水野　信哉／竹ノ下　祐二,週間授業,2025年度春学期,2.0単位,4
木3 木4 木5,F14280 医用工学実習 (前半)木345,橋川　直也／前田　なつ美／松永　望,週間授業(学期前半),2025年度秋学期,1.0単位,4
木3 木4 木5,F14430 医療安全管理学実習 (後半)木345,木場　崇剛,週間授業(学期後半),2025年度秋学期,1.0単位,4
木2,F14460 医療安全管理学 (前半),松永　望,週間授業(学期前半),2025年度秋学期,1.0単位,4
木2,F14490 臨床医学総論Ⅰ,木場　崇剛,週間授業,2025年度春学期,2.0単位,4
木1,F14530 生理検査学Ⅰ,木場　崇剛,週間授業,2025年度秋学期,2.0単位,4
木2,F14550 病理検査学Ⅰ,富安　聡,週間授業,2025年度春学期,2.0単位,4
木2,F14560 病理検査学Ⅱ (前半),富安　聡,週間授業(学期前半),2025年度秋学期,1.0単位,4
木3 木4 木5,F14730 輸血移植検査学実習 (前半)木345,松永　望／前田　なつ美,週間授業(学期前半),2025年度春学期,1.0単位,4
木3 木4 木5,F14740 免疫検査学実習 (後半)木345,松永　望／片山　誠一／前田　なつ美,週間授業(学期後半),2025年度春学期,1.0単位,4
木3,F14870 ＣＡＥⅠ,林　良太,週間授業,2025年度春学期,2.0単位,4
木3 木4,F14910 加工学実習 木34 (機シ以外は教職の教科に関する科目),篠原　隆／多田　忠美／石原　啓司／片山　順弘／佐々木　友惟,週間授業,2025年度秋学期,2.0単位,4
木3 木4,F14920 加工学実習 木34 (機シ以外は教職の教科に関する科目),篠原　隆／多田　忠美／石原　啓司／片山　順弘／佐々木　友惟,週間授業,2025年度春学期,2.0単位,4
木2,F14930 材料力学Ⅰ,清水　一郎,週間授業,2025年度春学期,2.0単位,4
木2,F14940 材料力学Ⅱ,清水　一郎,週間授業,2025年度秋学期,2.0単位,4
木2,F14970 機械材料,中川　惠友,週間授業,2025年度秋学期,2.0単位,4
木1,F15010 流体力学Ⅰ,岩野　耕治,週間授業,2025年度春学期,2.0単位,4
木1,F15020 流体力学Ⅱ,岩野　耕治,週間授業,2025年度秋学期,2.0単位,4
木4,F15170 ＣＡＤ／ＣＡＭ,田中　雅次,週間授業,2025年度秋学期,2.0単位,4
木4,F15190 機械のデザイン,中川　惠友,週間授業,2025年度春学期,2.0単位,4
木2,F15280 力学基礎,桑木　賢也,週間授業,2025年度春学期,2.0単位,4
木2,F15370 木材加工実習 ①通年(工：教職の教科に関する科目),坂口　武典,週間授業,"2025年度春学期
2025年度秋学期",2.0単位,4
木1,F15380 木材加工実習 ②通年(工：教職の教科に関する科目),坂口　武典,週間授業,"2025年度春学期
2025年度秋学期",2.0単位,4
木3,F15470 応用数学Ⅰ,垣谷　公徳,週間授業,2025年度春学期,2.0単位,4
木2,F15610 通信工学,荒井　伸太郎,週間授業,2025年度秋学期,2.0単位,4
木2,F15660 プログラミング基礎,道西　博行／太田　寛志,週間授業,2025年度春学期,2.0単位,4
木3,F15670 電気エネルギー発生工学,馬場　英一,週間授業,2025年度秋学期,2.0単位,4
木3,F15690 電気エネルギー伝送工学,杉原　弘章,週間授業,2025年度秋学期,2.0単位,4
木2,F15880 電気法規施設管理,杉原　弘章,週間授業,2025年度秋学期,2.0単位,4
木2,F16040 並列処理,上嶋　明,週間授業,2025年度春学期,2.0単位,4
木4,F16070 コンピュータネットワーク実習 木４,川畑　宣之／島田　英之,週間授業,2025年度秋学期,1.0単位,4
木3,F16110 数値計算,上田　千晶,週間授業,2025年度秋学期,2.0単位,4
木3,F16120 マルチメディア工学,島田　英之,週間授業,2025年度秋学期,2.0単位,4
木4,F16170 アドバンストプログラミング 木４,島田　英之,週間授業,2025年度春学期,2.0単位,4
木2,F16180 コンピュータ演習 木２JBクラス,麻谷　淳,週間授業,2025年度秋学期,2.0単位,4
木3,F16190 コンピュータ演習 木３JAクラス,上嶋　明,週間授業,2025年度秋学期,2.0単位,4
木2,F16260 情報リテラシー 木２JAクラス,上田　千晶,週間授業,2025年度春学期,2.0単位,4
木3,F16270 情報リテラシー 木３JBクラス,島田　恭宏,週間授業,2025年度春学期,2.0単位,4
木1,F16370 ネットワークセキュリティ,小田　哲也,週間授業,2025年度春学期,2.0単位,4
木2,F16480 システム工学,片山　謙吾,週間授業,2025年度秋学期,2.0単位,4
木3,F16490 データ構造とアルゴリズム,片山　謙吾,週間授業,2025年度春学期,2.0単位,4
木3,F16520 ソフトウェア工学,尾崎　亮,週間授業,2025年度春学期,2.0単位,4
木2,F16590 コンピュータ工学Ⅱ,近藤　真史,週間授業,2025年度春学期,2.0単位,4
木4,F16610 情報数学Ⅱ,西川　憲明,週間授業,2025年度春学期,2.0単位,4
月4 木4 木5,F16630 基礎化学Ⅰ (前半)月4木45,滝澤　昇,週間授業(学期前半),2025年度春学期,2.0単位,4
月4 月5 木4,F16640 基礎化学Ⅰ (前半)月45木4,滝澤　昇,週間授業(学期前半),2025年度秋学期,2.0単位,4
月4 木4 木5,F16650 基礎化学Ⅱ (後半)月4木45,滝澤　昇,週間授業(学期後半),2025年度春学期,2.0単位,4
月4 月5 木4,F16660 基礎化学Ⅱ (後半)月45木4,滝澤　昇,週間授業(学期後半),2025年度秋学期,2.0単位,4
木2,F16720 分析化学Ⅰ,森山　佳子,週間授業,2025年度春学期,2.0単位,4
木2,F16730 分析化学Ⅱ,森山　佳子,週間授業,2025年度秋学期,2.0単位,4
木1,F16740 物理化学Ⅰ,平野　博之,週間授業,2025年度春学期,2.0単位,4
木1,F16750 物理化学Ⅱ,平野　博之,週間授業,2025年度秋学期,2.0単位,4
木3,F16840 工業分析化学,竹崎　誠,週間授業,2025年度春学期,2.0単位,4
木3,F16850 応用酵素学,永谷　尚紀,週間授業,2025年度秋学期,2.0単位,4
木3,F16910 ナノサイエンス,竹崎　誠,週間授業,2025年度秋学期,2.0単位,4
木1,F16940 セラミックス概論,牧　涼介,週間授業,2025年度春学期,2.0単位,4
木3,F16980 細胞生理学,古賀　雄一,週間授業,2025年度春学期,2.0単位,4
木5,F17030 応用化学基礎演習Ⅰ,滝澤　昇,週間授業,2025年度秋学期,2.0単位,4
木2,F17330 エコロジカルデザイン,増田　俊哉／中山　哲士／坂本　和彦／納村　信之／八百板　季穂／馬淵　大宇,週間授業,2025年度秋学期,2.0単位,4
木3 木4 木5,F17340 設計演習Ⅰ 木345,八百板　季穂／弥田　俊男／平山　文則／納村　信之／馬淵　大宇／増田　俊哉,週間授業,2025年度秋学期,3.0単位,4
木2,F17350 住宅計画,納村　信之,週間授業,2025年度春学期,2.0単位,4
木2,F17450 住宅デザイン論,平山　文則,週間授業,2025年度春学期,2.0単位,4
木1,F17580 構造力学Ⅳ,小林　正実,週間授業,2025年度秋学期,2.0単位,4
木1,F17590 鋼構造,小林　正実,週間授業,2025年度春学期,2.0単位,4
木3,F17700 建築設備設計演習,坂本　和彦,週間授業,2025年度秋学期,2.0単位,4
木3 木4 木5,F17720 設計演習Ⅳ－１ (前半)木345,増田　俊哉／弥田　俊男／平山　文則／納村　信之／後藤　哲夫／八百板　季穂／馬淵　大宇,週間授業(学期前半),2025年度春学期,1.5単位,4
木3 木4 木5,F17730 設計演習Ⅳ－２ (後半)木345,増田　俊哉／納村　信之／後藤　哲夫／八百板　季穂／馬淵　大宇／水上　健二,週間授業(学期後半),2025年度春学期,1.5単位,4
木3 木4,F17810 環境工学演習 (前半)木34,中山　哲士,週間授業(学期前半),2025年度春学期,1.0単位,4
木3 木4,F17820 設備工学演習 (後半)木34,坂本　和彦,週間授業(学期後半),2025年度春学期,1.0単位,4
木1,F17830 栽培 (工：教職の教科に関する科目),石田　正人,週間授業,2025年度春学期,2.0単位,4
木3,F17910 臨床医学総論Ⅲ,松木　範明,週間授業,2025年度春学期,2.0単位,4
木4,F17920 臨床医学総論Ⅳ,松木　範明,週間授業,2025年度春学期,2.0単位,4
木3,F17960 電子工学演習,堀　純也,週間授業,2025年度秋学期,1.0単位,4
木2,F18030 システム工学,松宮　潔,週間授業,2025年度秋学期,2.0単位,4
木4,F18230 医科学研究論 (前半),堀　純也／小畑　秀明／浅原　佳江／松宮　潔／竹本　和憲／松木　範明,週間授業(学期前半),2025年度秋学期,1.0単位,4
木2,F18290 医用機器学概論,松宮　潔,週間授業,2025年度春学期,2.0単位,4
木1,F18350 生体機能代行装置学Ⅲ,松木　範明,週間授業,2025年度秋学期,2.0単位,4
木1,F18360 医療安全学,堀　純也,週間授業,2025年度春学期,2.0単位,4
木4,F18430 ＭＥ技術演習,小畑　秀明,週間授業,2025年度春学期,1.0単位,4
月2 木2,F18560 基礎数学Ⅰ (前半)月2木2 川島正行,川島　正行,週間授業(学期前半),2025年度春学期,2.0単位,4
月2 木2,F18570 基礎数学Ⅰ (前半)月2木2 江本正喜,江本　正喜,週間授業(学期前半),2025年度春学期,2.0単位,4
月2 木2,F18580 基礎数学Ⅰ (前半)月2木2 河野敏行,河野　敏行,週間授業(学期前半),2025年度春学期,2.0単位,4
月2 木2,F18590 基礎数学Ⅰ (前半)月2木2 菅野幸夫,菅野　幸夫,週間授業(学期前半),2025年度春学期,2.0単位,4
月2 木2,F18640 基礎解析Ⅰ (後半)月2木2 加瀬遼一,加瀬　遼一,週間授業(学期後半),2025年度春学期,2.0単位,4
月2 木2,F18650 基礎解析Ⅰ (後半)月2木2 川島正行,川島　正行,週間授業(学期後半),2025年度春学期,2.0単位,4
月2 木2,F18660 基礎解析Ⅰ (後半)月2木2 李天鎬,李　天鎬,週間授業(学期後半),2025年度春学期,2.0単位,4
月2 木2,F18670 基礎解析Ⅰ (後半)月2木2 荒木圭典,荒木　圭典,週間授業(学期後半),2025年度春学期,2.0単位,4
月2 木2,F18720 線形代数Ⅰ (前半)月2木2 加瀬遼一,加瀬　遼一,週間授業(学期前半),2025年度秋学期,2.0単位,4
月2 木2,F18730 線形代数Ⅰ (前半)月2木2 榊原道夫,榊原　道夫,週間授業(学期前半),2025年度秋学期,2.0単位,4
月2 木2,F18740 線形代数Ⅰ (前半)月2木2 河野敏行,河野　敏行,週間授業(学期前半),2025年度秋学期,2.0単位,4
月2 木2,F18750 線形代数Ⅰ (前半)月2木2 荒木圭典,荒木　圭典,週間授業(学期前半),2025年度秋学期,2.0単位,4
月2 木2,F18760 線形代数Ⅱ (後半)月2木2 加瀬遼一,加瀬　遼一,週間授業(学期後半),2025年度秋学期,2.0単位,4
月2 木2,F18770 線形代数Ⅱ (後半)月2木2 松下尚史,松下　尚史,週間授業(学期後半),2025年度秋学期,2.0単位,4
月2 木2,F18780 線形代数Ⅱ (後半)月2木2 榊原道夫,榊原　道夫,週間授業(学期後半),2025年度秋学期,2.0単位,4
月2 木2,F18790 線形代数Ⅱ (後半)月2木2 河野敏行,河野　敏行,週間授業(学期後半),2025年度秋学期,2.0単位,4
木1,F18850 応用数学Ⅱ,綴木　馴,週間授業,2025年度春学期,2.0単位,4
月3 木3,F18940 情報リテラシー (前半)月3木3 三宅新二,三宅　新二,週間授業(学期前半),2025年度春学期,2.0単位,4
月3 木3,F18950 情報リテラシー (前半)月3木3 北川文夫,北川　文夫,週間授業(学期前半),2025年度春学期,2.0単位,4
月3 木3,F18960 情報リテラシー (前半)月3木3 廣田雅春,廣田　雅春,週間授業(学期前半),2025年度春学期,2.0単位,4
月3 木3,F18970 情報リテラシー (前半)月3木3 秋山英久,秋山　英久,週間授業(学期前半),2025年度春学期,2.0単位,4
月3 木3,F18980 情報リテラシー (前半)月3木3 荒木圭典,荒木　圭典,週間授業(学期前半),2025年度春学期,2.0単位,4
月3 木3,F18990 情報処理入門 (後半)月3木3 三宅新二,三宅　新二,週間授業(学期後半),2025年度春学期,2.0単位,4
月3 木3,F19000 情報処理入門 (後半)月3木3 山田訓,山田　訓,週間授業(学期後半),2025年度春学期,2.0単位,4
月3 木3,F19010 情報処理入門 (後半)月3木3 廣田雅春,廣田　雅春,週間授業(学期後半),2025年度春学期,2.0単位,4
月3 木3,F19020 情報処理入門 (後半)月3木3 木戸善之,木戸　善之,週間授業(学期後半),2025年度春学期,2.0単位,4
木3,F19170 情報と職業,三宅　新二,週間授業,2025年度秋学期,2.0単位,4
木4,F19190 インターネット入門,河野　敏行,週間授業,2025年度春学期,1.0単位,4
木4,F19200 アルゴリズム入門,河野　敏行,週間授業,2025年度秋学期,1.0単位,4
木3,F19240 ロボット創造工学Ⅰ,藤本　真作／赤木　徹也／趙　菲菲／横田　雅司／小林　亘,週間授業,2025年度春学期,2.0単位,4
木3,F19380 熱力学,松下　尚史,週間授業,2025年度春学期,2.0単位,4
木3,F19400 制御工学,松下　尚史,週間授業,2025年度秋学期,2.0単位,4
木4 木5,F19440 機械製図Ⅰ 木45,赤木　徹也,週間授業,2025年度春学期,2.0単位,4
木4 木5,F19441 機械製図ⅠＡ (前半)木45,赤木　徹也,週間授業(学期前半),2025年度春学期,1.0単位,4
木4 木5,F19442 機械製図ⅠＢ (後半)木45,赤木　徹也,週間授業(学期後半),2025年度春学期,1.0単位,4
木4 木5,F19450 機械製図Ⅱ 木45,赤木　徹也,週間授業,2025年度秋学期,2.0単位,4
木4 木5,F19451 機械製図ⅡＡ (前半)木45,赤木　徹也,週間授業(学期前半),2025年度秋学期,1.0単位,4
木4 木5,F19452 機械製図ⅡＢ (後半)木45,赤木　徹也,週間授業(学期後半),2025年度秋学期,1.0単位,4
月2 木2,F19480 確率 (後半)月2木2,栁　貴久男,週間授業(学期後半),2025年度春学期,2.0単位,4
月3 木3,F19520 代数Ⅰ (前半)月3木3,加瀬　遼一,週間授業(学期前半),2025年度秋学期,2.0単位,4
月3 木3,F19530 代数Ⅱ (後半)月3木3,加瀬　遼一,週間授業(学期後半),2025年度秋学期,2.0単位,4
木3,F19560 離散数学Ⅱ,椎名　広光,週間授業,2025年度秋学期,2.0単位,4
木1,F19580 情報セキュリティ,河野　敏行／垣内　由梨香,週間授業,2025年度春学期,2.0単位,4
木1,F19581 情報セキュリティⅠ (前半),河野　敏行／垣内　由梨香,週間授業(学期前半),2025年度春学期,1.0単位,4
木1,F19582 情報セキュリティⅡ (後半),河野　敏行／垣内　由梨香,週間授業(学期後半),2025年度春学期,1.0単位,4
木1,F19590 コンピュータネットワーク,木戸　善之,週間授業,2025年度秋学期,2.0単位,4
木1,F19620 ネットワークセキュリティ,木戸　善之,週間授業,2025年度春学期,2.0単位,4
木2,F19710 応用データベース,劉　渤江,週間授業,2025年度春学期,2.0単位,4
木1,F19730 Ｗｅｂシステム開発,三宅　新二,週間授業,2025年度秋学期,2.0単位,4
木4 木5,F19740 ＡＩプログラミングⅠ (前半)木45 李天鎬,李　天鎬,週間授業(学期前半),2025年度春学期,2.0単位,4
木4 木5,F19750 ＡＩプログラミングⅠ (前半)木45 椎名広光,椎名　広光,週間授業(学期前半),2025年度春学期,2.0単位,4
木4 木5,F19760 ＡＩプログラミングⅡ (後半)木45 李天鎬,李　天鎬,週間授業(学期後半),2025年度春学期,2.0単位,4
木4 木5,F19770 ＡＩプログラミングⅡ (後半)木45 椎名広光,椎名　広光,週間授業(学期後半),2025年度春学期,2.0単位,4
木2,F19790 機械学習,李　天鎬,週間授業,2025年度秋学期,2.0単位,4
木4,F19810 機械学習システム開発,廣田　雅春,週間授業,2025年度秋学期,2.0単位,4
木2,F19820 データサイエンス,廣田　雅春,週間授業,2025年度秋学期,2.0単位,4
月2 木2,F19830 統計 (前半)月2木2,栁　貴久男,週間授業(学期前半),2025年度春学期,2.0単位,4
木4,F19840 データ解析プログラミング 劉渤江,劉　渤江,週間授業,2025年度秋学期,2.0単位,4
木4,F19850 データ解析プログラミング 北川文夫,北川　文夫,週間授業,2025年度秋学期,2.0単位,4
木4,F20020 コンピュータビジョン,江本　正喜,週間授業,2025年度春学期,2.0単位,4
木1,F20060 ロボット工学概論 (後半),藤本　真作,週間授業(学期後半),2025年度春学期,1.0単位,4
木2,F20190 センサ工学,久野　弘明,週間授業,2025年度秋学期,2.0単位,4
木1,F20210 アクチュエータ機構学,小林　亘／横田　雅司,週間授業,2025年度秋学期,2.0単位,4
木4 木5,F20250 ユニバーサルデザイン (前半)木45,松浦　洋司／岡　将男／髙田　聖次,週間授業(学期前半),2025年度春学期,2.0単位,4
木3,F20800 分析化学 猶原順 BAとBB（1年次のクラス ）,猶原　順,週間授業,2025年度春学期,2.0単位,4
木3,F20810 分析化学 汪達紘 BCとBD（1年次のクラス ）,汪　達紘,週間授業,2025年度春学期,2.0単位,4
木1,F20820 動物生理学,中村　元直／田所　竜介,週間授業,2025年度春学期,2.0単位,4
木2,F20830 植物科学 濱田隆宏他 BAとBB（1年次のクラス ）,濱田　隆宏／猪口　雅彦,週間授業,2025年度春学期,2.0単位,4
木2,F20840 植物科学 濱田隆宏他 BCとBD（1年次のクラス ）,濱田　隆宏／猪口　雅彦,週間授業,2025年度春学期,2.0単位,4
木1,F20970 ヒト疾患学,中村　元直,週間授業,2025年度秋学期,2.0単位,4
木3 木4 木5,F21000 バイオサイエンス実験 木345,中村　元直／猪口　雅彦／池田　正五／南　善子／河野　真二／森田　理日斗／長田　洋輔,週間授業,2025年度秋学期,3.0単位,4
木2,F21030 微生物の産業利用,三井　亮司,週間授業,2025年度春学期,2.0単位,4
木2,F21080 応用植物資源学,林　謙一郎,週間授業,2025年度秋学期,2.0単位,4
木4 木5,F21100 水産生物学実習 木45,山本　俊政,週間授業,2025年度秋学期,1.0単位,4
木2,F21140 食品バイオテクノロジー,松浦　信康／山口　悟,週間授業,2025年度秋学期,2.0単位,4
木3,F21240 グリーン物質合成化学,窪木　厚人,週間授業,2025年度春学期,2.0単位,4
木4,F21270 環境生体応答学,汪　達紘,週間授業,2025年度秋学期,2.0単位,4
木4,F21310 組織工学,神吉　けい太／岩井　良輔,週間授業,2025年度春学期,2.0単位,4
木3,F21320 分子生理学,松浦　宏治,週間授業,2025年度春学期,2.0単位,4
木3,F21350 人工臓器概論,内貴　猛,週間授業,2025年度秋学期,2.0単位,4
木3,F21450 医学概論 (前半),片岡　健／逢坂　大樹／医療技術学科長,週間授業(学期前半),2025年度春学期,1.0単位,4
木2,F21500 栄養学,長田　洋輔／医療技術学科長,週間授業,2025年度春学期,2.0単位,4
木1,F21550 医用材料工学,岩井　良輔／医療技術学科長,週間授業,2025年度秋学期,2.0単位,4
木4,F21580 電気工学Ⅱ,小畑　秀明／医療技術学科長,週間授業,2025年度秋学期,2.0単位,4
木3,F21590 計測工学,松宮　潔／医療技術学科長,週間授業,2025年度秋学期,2.0単位,4
木4,F21640 考古学概論,富岡　直人／洪　惠媛,週間授業,2025年度春学期,2.0単位,4
木3,F21910 応用統計学,中村　圭司／畠山　唯達,週間授業,2025年度春学期,2.0単位,4
木3,F21920 水圏生態学,武山　智博,週間授業,2025年度秋学期,2.0単位,4
木4,F21980 日本地誌,宮本　真二,週間授業,2025年度春学期,2.0単位,4
木5,F22110 地質学,能美　洋介,週間授業,2025年度春学期,2.0単位,4
木3,F22130 地質図学,土屋　裕太／能美　洋介,週間授業,2025年度秋学期,2.0単位,4
木2,F22150 大気物理学,大橋　唯太,週間授業,2025年度秋学期,2.0単位,4
木2,F22151 大気物理学 (前半),大橋　唯太,週間授業(学期前半),2025年度秋学期,1.0単位,4
木2,F22152 気象予報の流体力学 (後半),大橋　唯太,週間授業(学期後半),2025年度秋学期,1.0単位,4
木4 木5,F22260 化学基礎実験 木45,堀越　亮／青木　宏之／高原　周一／森　義裕／齋藤　亜沙実／柳原　章子,週間授業,2025年度秋学期,2.0単位,4
木4,F22370 地球システム科学,畠山　唯達,週間授業,2025年度春学期,2.0単位,4
木2,F22540 天文・地球気象学のための数学Ⅰ,本田　充彦／志藤　あずさ,週間授業,2025年度春学期,2.0単位,4
木5,F22620 動物系統学,林　昭次／上野　真太郎,週間授業,2025年度秋学期,2.0単位,4
木5,F22621 動物系統分類学,林　昭次／上野　真太郎,週間授業,2025年度秋学期,2.0単位,4
木3,F22670 古脊椎動物学Ⅰ,千葉　謙太郎,週間授業,2025年度秋学期,2.0単位,4
木1,F22690 地震学,志藤　あずさ,週間授業,2025年度秋学期,2.0単位,4
木3,F22730 生物地球概論Ⅰ,千葉　謙太郎／加藤　敬史／能美　洋介／福田　尚也／畠山　唯達／高橋　亮雄／宮本　真二／高崎　竜司／洪　惠媛／武山　智博／那須　浩郎／木寺　法子／志藤　あずさ／石垣　忍,週間授業,2025年度春学期,2.0単位,4
木3,F22731 生物地球概論Ⅰ (前半),千葉　謙太郎／能美　洋介／高橋　亮雄／宮本　真二／木寺　法子／志藤　あずさ／石垣　忍,週間授業(学期前半),2025年度春学期,1.0単位,4
木3,F22732 生物地球概論Ⅱ (後半),千葉　謙太郎／加藤　敬史／福田　尚也／畠山　唯達／高崎　竜司／洪　惠媛／武山　智博／那須　浩郎,週間授業(学期後半),2025年度春学期,1.0単位,4
木3,F22740 生物地球概論Ⅱ,大橋　唯太／宇高　寛子／上野　真太郎／藤田　将人／富岡　直人／中村　圭司／辻極　秀次／實吉　玄貴／佐藤　丈晴／矢野　興一／今山　武志／池谷　祐幸／林　昭次／本田　充彦／東馬　哲雄,週間授業,2025年度秋学期,2.0単位,4
木3,F22741 生物地球概論Ⅲ (前半),大橋　唯太／上野　真太郎／辻極　秀次／今山　武志／林　昭次／本田　充彦／東馬　哲雄,週間授業(学期前半),2025年度秋学期,1.0単位,4
木3,F22742 生物地球概論Ⅳ (後半),大橋　唯太／宇高　寛子／藤田　将人／富岡　直人／中村　圭司／實吉　玄貴／佐藤　丈晴／矢野　興一／池谷　祐幸,週間授業(学期後半),2025年度秋学期,1.0単位,4
木4,F22950 初等社会科内容論,紙田　路子,週間授業,2025年度春学期,2.0単位,4
木1,F22960 算数科内容論,保森　智彦,週間授業,2025年度春学期,2.0単位,4
木3,F23100 教職論,土井　貴子,週間授業,2025年度春学期,2.0単位,4
木3,F23101 教職論,土井　貴子,週間授業,2025年度春学期,2.0単位,4
木3,F23210 算数科教育法,保森　智彦,週間授業,2025年度春学期,2.0単位,4
木2,F23220 初等理科教育法,山下　浩之,週間授業,2025年度春学期,2.0単位,4
木3,F23290 初等家庭科教育法,原田　省吾,週間授業,2025年度秋学期,2.0単位,4
木2,F23430 教育学演習（教育史）,土井　貴子,週間授業,2025年度春学期,2.0単位,4
木2,F23440 教育学演習（教育社会学）,松岡　律,週間授業,2025年度春学期,2.0単位,4
木2,F23450 教育学演習（教育心理学）,奥村　弥生,週間授業,2025年度春学期,2.0単位,4
木4,F23520 ピアノ奏法Ⅱ （Ａ）,井本　美穂／矢木　裕子／早川　純平／津上　順子,週間授業,2025年度秋学期,1.0単位,4
木3,F23530 ピアノ奏法Ⅱ （Ｂ）,井本　美穂／矢木　裕子／早川　純平／津上　順子,週間授業,2025年度秋学期,1.0単位,4
木1,F23660 探究活動ⅡＢ,紙田　路子,週間授業,2025年度秋学期,1.0単位,4
木1,F23670 探究活動ⅡＣ 木１／集中,原田　省吾／妻藤　純子,週間授業,2025年度秋学期,1.0単位,4
木2,F23730 初等英語科内容論 (前半),國本　和恵,週間授業(学期前半),2025年度秋学期,1.0単位,4
木4,F23750 総合的な学習の時間の理論と方法（初等）,紙田　路子／保森　智彦,週間授業,2025年度秋学期,2.0単位,4
木1,F23880 漢文学概論,奥野　新太郎,週間授業,2025年度春学期,2.0単位,4
木2,F23980 英語科内容論Ｂ,西野　友一朗,週間授業,2025年度春学期,2.0単位,4
木3,F23990 英語コミュニケーションⅠ,ｽｺｯﾄ　ｳｨﾗｰﾄﾞ　ｶﾞｰﾄﾞﾅｰ,週間授業,2025年度春学期,2.0単位,4
木3,F24000 英語コミュニケーションⅡ,ｽｺｯﾄ　ｳｨﾗｰﾄﾞ　ｶﾞｰﾄﾞﾅｰ,週間授業,2025年度秋学期,2.0単位,4
木4,F24020 異文化理解,長谷部　葉子,週間授業,2025年度春学期,2.0単位,4
木4,F24100 国語科教育法Ⅱ,福島　浩介,週間授業,2025年度秋学期,2.0単位,4
木2,F24120 国語科教育法Ⅳ,福島　浩介,週間授業,2025年度秋学期,2.0単位,4
木3,F24180 特別活動の理論と方法,白神　憲一,週間授業,2025年度春学期,2.0単位,4
木5,F24250 教職実践演習（中・高）,竹野　純一郎／奥村　弥生／福島　浩介／北原　和明／西野　友一朗／松岡　律／奥野　新太郎／原田　省吾／藤城　孝輔／土井　貴子／笹井　香,週間授業,2025年度秋学期,2.0単位,4
木4,F24260 教育学演習（教育史）,土井　貴子,週間授業,2025年度秋学期,2.0単位,4
木4,F24270 教育学演習（教育社会学）,松岡　律,週間授業,2025年度秋学期,2.0単位,4
木4,F24280 教育学演習（教育心理学）,奥村　弥生,週間授業,2025年度秋学期,2.0単位,4
木3,F24300 国語科教材分析・開発演習Ｂ,福島　浩介,週間授業,2025年度秋学期,2.0単位,4
木3,F24330 英語科教材分析・開発演習Ｂ,西野　友一朗,週間授業,2025年度秋学期,2.0単位,4
木4,F24620 英語文学概論,西野　友一朗,週間授業,2025年度春学期,2.0単位,4
木3,F24650 日本語教育入門,ダッタ　シャミ,週間授業,2025年度春学期,2.0単位,4
木1,F24660 日本語教育法Ⅰ,谷川　依津江／佐藤　恭子／中島　正恵,週間授業,2025年度春学期,2.0単位,4
木1,F24670 日本語教育法Ⅱ,谷川　依津江,週間授業,2025年度秋学期,2.0単位,4
木2,F24780 経済学基礎,髙橋　良平,週間授業,2025年度春学期,2.0単位,4
木5,F24790 簿記基礎,湯下　薫,週間授業,2025年度春学期,2.0単位,4
木3,F24810 心理学基礎,横山　ひとみ,週間授業,2025年度春学期,2.0単位,4
木2,F24820 マーケティング論,宮脇　靖典,週間授業,2025年度秋学期,2.0単位,4
木4,F24870 マーケティング・コミュニケーション,宮脇　靖典,週間授業,2025年度秋学期,2.0単位,4
木4,F24900 ベンチャービジネス論,本下　真次／谷口　千鶴／藤田　圭一郎,週間授業,2025年度秋学期,2.0単位,4
木3,F24970 ミクロ経済学,髙橋　良平,週間授業,2025年度秋学期,2.0単位,4
木1,F25070 社会心理学,横山　ひとみ,週間授業,2025年度春学期,2.0単位,4
木4,F25110 経済政策,髙橋　良平,週間授業,2025年度春学期,2.0単位,4
木4,F25290 経営情報基礎,黒田　正博,週間授業,2025年度春学期,2.0単位,4
木2,F25310 調査と分析,塚常　健太,週間授業,2025年度春学期,2.0単位,4
木1,F25320 データサイエンス入門,藤原　美佳,週間授業,2025年度秋学期,2.0単位,4
木3,F25330 ビジネスデータ分析,森　裕一,週間授業,2025年度秋学期,2.0単位,4
木4,F25340 データサイエンスと分析,塚常　健太／横山　ひとみ,週間授業,2025年度春学期,2.0単位,4
木2,F25400 国際経営,本下　真次,週間授業,2025年度春学期,2.0単位,4
木3,F25430 マーケティングデータ分析１,森　裕一,週間授業,2025年度春学期,2.0単位,4
木2,F25440 マーケティングデータ分析２,黒田　正博,週間授業,2025年度秋学期,2.0単位,4
木3,F25480 スポーツマーケティング論,岡田　康太,週間授業,2025年度春学期,2.0単位,4
木2,F28310 理科教育法Ⅲ ②《教職》,赤﨑　哲也／平賀　徹／髙橋　信幸／藤本　義博／春日　二郎,週間授業,2025年度春学期,2.0単位,4
木4,F28320 理科教育法Ⅲ ③《教職》,赤﨑　哲也／平賀　徹／髙橋　信幸／藤本　義博／春日　二郎,週間授業,2025年度春学期,2.0単位,4
